annual_income,monthly_income,income_bracket,lifestyle,housing,food_groceries,food_dining,transport,entertainment,healthcare,subscriptions,clothing,utilities,fitness,coffee,total_monthly_expenses,monthly_savings,savings_rate
74123.31,6176.94,mid,comfort,2101.68,538.51,351.56,817.95,677.31,285.83,64.64,343.0,149.67,0,2.72,5332.86,844.08,0.1366
72533.29,6044.44,mid,comfort,2416.09,531.27,312.81,785.14,787.42,264.03,61.52,213.96,126.94,60,7.31,5566.5,477.94,0.0791
69345.54,5778.8,mid,comfort,1821.94,536.26,351.57,697.45,756.61,318.92,36.75,150.34,149.73,30,37.09,4886.67,892.12,0.1544
68932.44,5744.37,mid,comfort,2046.35,492.66,321.56,796.44,676.69,312.27,39.33,220.37,137.47,60,35.05,5138.18,606.19,0.1055
61599.62,5133.3,mid,comfort,1745.43,397.25,313.1,580.22,604.31,145.73,115.41,150.97,102.59,0,35.07,4190.05,943.25,0.1838
38251.16,3187.6,mid,comfort,1088.3,283.37,194.31,363.48,419.26,97.71,64.99,73.89,168.0,150,69.72,2973.03,214.56,0.0673
36702.01,3058.5,mid,comfort,922.12,279.84,147.39,390.85,355.0,161.58,61.8,197.63,144.91,60,11.28,2732.39,326.11,0.1066
50927.39,4243.95,mid,comfort,1511.59,352.01,213.07,547.86,555.33,242.8,119.55,257.59,177.86,150,50.39,4178.06,65.89,0.0155
57934.95,4827.91,mid,comfort,1852.92,417.38,286.12,582.87,582.64,176.72,46.6,216.23,207.8,100,43.77,4513.03,314.88,0.0652
49165.61,4097.13,mid,comfort,1599.03,374.55,236.75,453.91,526.81,231.04,22.88,201.42,124.57,0,18.89,3789.85,307.28,0.075
70812.15,5901.01,mid,comfort,2060.46,555.34,352.18,714.06,625.52,336.85,53.83,196.65,92.83,30,0.51,5018.23,882.78,0.1496
77236.83,6436.4,mid,comfort,2327.22,538.29,338.03,795.02,844.8,280.65,47.68,317.17,112.11,30,0.58,5631.54,804.86,0.125
41388.1,3449.01,mid,comfort,1113.57,276.09,198.96,354.34,416.29,195.37,111.38,201.66,172.83,100,21.99,3162.48,286.53,0.0831
65358.66,5446.55,mid,comfort,2051.83,471.56,295.34,686.52,662.9,230.18,32.96,269.92,57.56,60,43.41,4862.18,584.37,0.1073
79988.85,6665.74,mid,comfort,2259.5,599.05,314.35,819.63,764.83,171.33,29.42,261.93,213.28,0,80.61,5513.93,1151.8,0.1728
68716.65,5726.39,mid,comfort,1759.76,453.57,312.2,700.06,672.85,210.13,118.49,283.33,57.48,60,11.77,4639.64,1086.75,0.1898
38474.68,3206.22,mid,comfort,1075.14,248.16,186.63,366.22,399.22,126.16,110.11,112.14,205.0,60,48.05,2936.84,269.38,0.084
54842.0,4570.17,mid,comfort,1734.4,391.86,247.42,522.9,521.82,239.89,22.07,232.36,208.73,150,49.19,4320.64,249.52,0.0546
42542.64,3545.22,mid,comfort,1326.6,295.22,177.52,484.38,441.32,127.68,75.54,116.99,163.61,0,29.39,3238.26,306.95,0.0866
50860.14,4238.34,mid,comfort,1491.46,397.82,237.89,510.61,457.11,120.26,92.25,192.95,56.15,60,22.6,3639.12,599.22,0.1414
56411.36,4700.95,mid,comfort,1973.67,408.01,274.72,557.34,597.4,237.94,106.99,138.22,181.43,0,47.18,4522.9,178.05,0.0379
64254.78,5354.57,mid,comfort,2151.28,461.03,287.27,666.36,681.38,127.74,106.38,135.8,79.44,30,3.75,4730.44,624.13,0.1166
43028.64,3585.72,mid,comfort,1253.68,279.29,195.53,516.2,378.4,103.31,114.45,197.47,210.2,150,51.31,3449.85,135.87,0.0379
68393.77,5699.48,mid,comfort,1985.68,488.43,309.77,749.02,785.56,167.44,105.6,174.1,175.12,0,7.83,4948.55,750.93,0.1318
54816.57,4568.05,mid,comfort,1584.68,354.65,263.3,569.13,597.16,101.69,68.21,179.7,105.93,60,40.47,3924.93,643.12,0.1408
54424.35,4535.36,mid,comfort,1514.27,370.18,283.79,454.96,512.43,98.92,30.05,136.18,63.12,150,40.42,3654.33,881.03,0.1943
73798.24,6149.85,mid,comfort,2129.15,531.91,382.74,807.46,735.13,334.67,43.28,267.64,149.46,60,59.44,5500.87,648.98,0.1055
47127.08,3927.26,mid,comfort,1351.05,338.6,209.36,476.48,436.51,124.06,77.87,125.45,171.05,60,8.48,3378.92,548.34,0.1396
65901.45,5491.79,mid,comfort,1957.01,412.28,337.83,553.71,616.44,130.81,39.52,161.34,146.42,0,14.24,4369.6,1122.19,0.2043
63083.37,5256.95,mid,comfort,1635.13,468.29,286.75,729.99,527.25,290.06,43.66,285.79,115.79,100,39.76,4522.46,734.48,0.1397
69655.41,5804.62,mid,comfort,2197.26,429.28,351.79,751.87,659.44,199.47,116.85,200.86,216.55,150,74.82,5348.19,456.42,0.0786
56721.28,4726.77,mid,comfort,1589.67,390.09,218.92,542.55,553.56,199.64,43.75,109.84,164.72,30,40.23,3882.97,843.81,0.1785
41703.06,3475.26,mid,comfort,1207.48,251.78,200.35,402.04,443.07,137.69,53.92,84.44,75.24,0,17.11,2873.14,602.12,0.1733
58432.67,4869.39,mid,comfort,1588.51,383.27,305.61,629.26,576.24,237.45,56.01,242.04,97.9,30,23.45,4169.74,699.65,0.1437
58526.7,4877.23,mid,comfort,1705.48,464.17,279.14,660.37,559.04,197.64,57.6,265.88,195.92,0,30.42,4415.66,461.56,0.0946
48812.87,4067.74,mid,comfort,1586.21,364.74,221.23,475.45,478.0,206.44,26.27,120.57,252.08,60,32.74,3823.72,244.02,0.06
64305.06,5358.76,mid,comfort,1534.2,432.52,276.49,620.56,736.65,222.76,27.93,252.58,133.9,30,48.63,4316.23,1042.53,0.1945
59168.35,4930.7,mid,comfort,1608.01,374.4,272.5,612.05,613.3,123.48,63.4,224.2,99.17,60,10.02,4060.54,870.16,0.1765
79462.19,6621.85,mid,comfort,2248.67,582.91,413.65,815.36,839.21,249.07,76.69,402.22,154.17,0,5.15,5787.1,834.75,0.1261
77874.89,6489.57,mid,comfort,2163.49,508.76,396.81,802.96,801.04,379.56,111.36,239.13,225.61,150,20.27,5798.99,690.58,0.1064
76834.62,6402.89,mid,comfort,2066.57,535.38,337.49,707.15,619.65,373.47,85.93,187.51,172.19,60,50.08,5195.42,1207.46,0.1886
72580.7,6048.39,mid,comfort,2078.63,504.47,293.96,720.6,727.62,160.39,42.92,133.66,57.02,100,49.76,4869.04,1179.35,0.195
60038.64,5003.22,mid,comfort,1540.91,421.1,304.53,566.62,613.83,158.17,59.23,105.28,168.82,30,60.69,4029.19,974.03,0.1947
50210.98,4184.25,mid,comfort,1425.73,372.2,239.95,451.66,586.44,122.35,112.84,185.96,212.93,100,25.04,3835.1,349.15,0.0834
42096.17,3508.01,mid,comfort,1313.78,331.25,176.47,431.16,445.69,175.28,101.47,111.67,85.29,150,10.2,3332.24,175.78,0.0501
74544.27,6212.02,mid,comfort,2073.33,474.43,340.31,703.72,660.5,383.03,34.88,162.62,232.94,0,2.1,5067.86,1144.16,0.1842
76245.22,6353.77,mid,comfort,2390.72,559.65,363.77,761.86,727.02,326.21,73.31,263.86,118.36,60,56.24,5700.99,652.78,0.1027
37812.65,3151.05,mid,comfort,1062.22,218.29,177.3,361.11,397.54,163.39,56.67,95.99,70.76,30,25.76,2659.02,492.04,0.1561
54377.0,4531.42,mid,comfort,1613.91,401.96,255.17,559.64,564.0,209.15,76.73,143.62,197.43,150,10.68,4182.3,349.12,0.077
66090.85,5507.57,mid,comfort,1829.75,446.1,311.11,670.79,681.98,168.23,54.05,244.95,97.91,0,86.78,4591.65,915.93,0.1663
57563.86,4796.99,mid,comfort,1554.92,423.14,264.54,695.47,502.41,259.78,113.0,140.3,213.6,30,67.15,4264.32,532.67,0.111
61891.94,5157.66,mid,comfort,1874.07,422.84,299.76,631.57,567.03,331.41,78.43,225.17,121.44,150,6.13,4707.86,449.81,0.0872
46461.93,3871.83,mid,comfort,1431.27,343.61,206.65,444.7,443.25,203.79,63.0,181.84,277.29,150,35.56,3780.97,90.86,0.0235
54829.4,4569.12,mid,comfort,1461.68,399.05,216.99,577.28,535.01,215.42,44.8,265.24,153.57,150,34.17,4053.21,515.91,0.1129
74362.18,6196.85,mid,comfort,2289.67,515.92,357.55,795.27,679.35,230.19,70.56,370.94,52.32,150,72.38,5584.16,612.69,0.0989
61354.72,5112.89,mid,comfort,1918.95,433.34,286.74,606.48,624.92,189.68,56.8,128.09,145.17,100,26.07,4516.22,596.67,0.1167
48440.29,4036.69,mid,comfort,1282.28,354.74,205.26,482.38,442.09,201.34,118.3,91.59,124.66,30,27.32,3359.96,676.73,0.1676
41363.66,3446.97,mid,comfort,1298.95,269.82,175.54,393.63,403.64,151.51,115.24,127.12,178.17,150,16.89,3280.51,166.46,0.0483
77386.76,6448.9,mid,comfort,2032.87,575.16,409.76,748.64,754.21,206.79,108.26,327.02,178.38,60,45.02,5446.11,1002.78,0.1555
52992.41,4416.03,mid,comfort,1504.77,376.55,265.97,569.14,456.88,174.67,62.13,196.39,98.22,60,6.1,3770.83,645.2,0.1461
36492.34,3041.03,mid,comfort,1112.72,260.21,173.23,367.15,424.93,134.34,63.05,114.63,178.5,30,28.89,2887.64,153.39,0.0504
49572.33,4131.03,mid,comfort,1364.52,342.09,249.8,573.3,462.88,93.86,92.48,247.85,167.09,60,59.2,3713.06,417.96,0.1012
72084.09,6007.01,mid,comfort,2269.81,538.67,315.62,883.66,590.47,184.84,110.1,339.75,158.82,100,40.3,5532.05,474.96,0.0791
74941.69,6245.14,mid,comfort,2317.47,498.09,397.75,779.65,756.17,207.02,82.15,164.47,77.19,60,56.14,5396.09,849.05,0.136
71439.73,5953.31,mid,comfort,2155.6,474.6,371.23,652.4,717.26,351.41,115.84,154.71,180.31,60,8.38,5241.73,711.59,0.1195
55932.77,4661.06,mid,comfort,1630.56,463.02,281.04,587.38,566.88,116.62,42.59,195.07,70.41,150,76.03,4179.62,481.44,0.1033
39041.72,3253.48,mid,comfort,1124.72,270.15,173.61,392.78,417.45,173.07,83.62,89.13,127.55,60,9.04,2921.12,332.36,0.1022
38098.77,3174.9,mid,comfort,1322.79,271.29,188.44,390.08,371.42,176.96,104.34,111.79,94.08,30,5.74,3066.93,107.97,0.034
79611.37,6634.28,mid,comfort,2513.55,525.98,390.16,934.44,846.69,216.69,51.51,307.54,88.37,100,56.94,6031.87,602.41,0.0908
54686.92,4557.24,mid,comfort,1440.45,375.03,271.28,537.09,564.0,106.56,64.5,211.1,85.79,100,36.66,3792.46,764.79,0.1678
75686.35,6307.2,mid,comfort,2431.86,542.5,335.03,718.35,800.99,283.97,45.84,127.11,102.62,60,55.63,5503.91,803.28,0.1274
64415.29,5367.94,mid,comfort,1879.53,395.47,287.34,606.87,694.9,148.47,104.93,203.1,110.06,100,15.95,4546.63,821.31,0.153
74406.29,6200.52,mid,comfort,2247.19,542.64,332.54,743.49,736.41,144.3,24.8,343.19,101.93,60,1.45,5277.94,922.58,0.1488
39210.63,3267.55,mid,comfort,1169.84,259.14,172.84,332.82,388.91,84.9,86.97,88.7,237.0,60,57.28,2938.4,329.15,0.1007
73205.76,6100.48,mid,comfort,2337.18,516.55,300.78,653.86,693.83,301.98,114.19,221.16,158.68,30,0.01,5328.2,772.28,0.1266
57593.81,4799.48,mid,comfort,1813.23,324.12,247.36,621.55,498.5,166.16,77.94,201.87,60.81,60,10.49,4082.02,717.46,0.1495
60715.52,5059.63,mid,comfort,1643.21,440.97,287.39,621.06,546.14,253.04,65.93,224.55,149.47,30,57.39,4319.15,740.48,0.1464
73938.09,6161.51,mid,comfort,2473.41,530.97,330.21,671.39,767.62,194.62,57.81,375.52,227.29,60,31.22,5720.06,441.45,0.0716
54017.02,4501.42,mid,comfort,1443.0,392.42,260.42,515.59,528.43,117.47,82.85,164.58,259.95,150,18.52,3933.23,568.19,0.1262
46949.09,3912.42,mid,comfort,1222.5,331.07,251.21,493.42,475.91,111.89,36.36,150.04,164.87,60,34.64,3331.89,580.53,0.1484
64699.16,5391.6,mid,comfort,1918.37,433.54,295.06,725.58,724.91,251.08,37.35,253.9,155.58,60,60.17,4915.55,476.04,0.0883
35772.71,2981.06,mid,comfort,993.28,236.92,164.98,366.7,369.88,128.47,106.83,67.27,96.56,30,37.95,2598.85,382.21,0.1282
78480.92,6540.08,mid,comfort,2298.78,537.3,365.43,766.36,700.07,235.55,63.15,376.14,122.99,0,7.5,5473.27,1066.8,0.1631
54892.22,4574.35,mid,comfort,1473.78,311.97,288.29,549.64,533.05,118.91,91.46,286.76,131.14,150,52.73,3987.76,586.6,0.1282
70803.01,5900.25,mid,comfort,1830.41,551.11,307.66,728.33,862.86,363.93,73.64,146.6,113.42,0,39.53,5017.49,882.77,0.1496
39902.05,3325.17,mid,comfort,1038.22,236.85,212.8,386.01,392.56,153.63,108.34,204.05,227.53,30,86.44,3076.43,248.74,0.0748
39399.2,3283.27,mid,comfort,1141.58,287.83,204.27,385.82,383.12,68.05,72.4,112.73,247.92,30,26.3,2960.02,323.25,0.0985
59173.13,4931.09,mid,comfort,1880.79,408.8,281.37,562.22,624.82,193.61,92.49,116.95,83.66,100,39.63,4384.35,546.75,0.1109
59650.59,4970.88,mid,comfort,1710.1,459.3,282.52,576.66,690.9,225.65,21.78,273.17,241.84,0,62.18,4544.1,426.78,0.0859
64137.6,5344.8,mid,comfort,1947.62,454.3,279.81,703.5,681.41,222.75,104.98,168.31,143.21,60,52.49,4818.4,526.4,0.0985
47404.7,3950.39,mid,comfort,1201.68,318.85,246.06,506.81,564.87,165.87,31.1,174.26,129.06,100,9.32,3447.89,502.5,0.1272
41260.05,3438.34,mid,comfort,1252.97,291.24,219.76,427.17,382.36,202.92,99.51,179.56,190.68,100,52.4,3398.58,39.76,0.0116
38349.68,3195.81,mid,comfort,1152.75,270.45,174.7,337.75,398.14,77.99,40.58,75.43,229.65,60,35.74,2853.18,342.63,0.1072
78338.5,6528.21,mid,comfort,2204.79,609.46,384.9,763.16,756.37,288.88,35.85,287.89,190.23,60,42.6,5624.15,904.06,0.1385
75649.89,6304.16,mid,comfort,2247.39,575.32,386.72,785.31,822.63,148.75,25.58,211.59,66.96,100,13.5,5383.76,920.4,0.146
72048.39,6004.03,mid,comfort,2200.53,503.33,325.35,778.78,768.1,320.67,63.06,189.07,124.71,60,40.26,5373.86,630.18,0.105
67393.87,5616.16,mid,comfort,2333.93,485.6,353.53,635.24,592.29,310.75,72.19,175.86,220.78,100,44.58,5324.76,291.4,0.0519
54737.89,4561.49,mid,comfort,1365.84,373.53,253.97,639.08,449.95,124.37,88.18,136.92,123.55,0,23.52,3578.91,982.59,0.2154
48140.09,4011.67,mid,comfort,1396.18,346.68,200.33,492.97,535.31,211.36,114.35,102.22,189.02,100,34.88,3723.3,288.38,0.0719
36512.6,3042.72,mid,comfort,1042.83,252.25,192.96,342.56,401.97,115.85,53.22,135.64,268.7,150,53.95,3009.94,32.78,0.0108
46349.56,3862.46,mid,comfort,1350.28,295.61,206.1,438.85,472.8,98.53,99.3,138.53,222.4,0,11.79,3334.17,528.29,0.1368
38507.33,3208.94,mid,comfort,1070.27,260.29,170.58,407.51,435.28,153.76,90.66,120.53,99.01,100,52.61,2960.51,248.44,0.0774
69273.53,5772.79,mid,comfort,2323.01,549.46,357.98,719.0,732.25,304.1,47.22,120.3,203.6,100,47.45,5504.36,268.43,0.0465
76863.6,6405.3,mid,comfort,1981.63,539.83,366.61,789.54,837.09,136.95,57.97,357.29,85.15,100,9.22,5261.29,1144.01,0.1786
60392.09,5032.67,mid,comfort,1877.55,451.73,294.48,611.79,654.32,220.85,36.76,139.24,206.02,100,52.97,4645.73,386.95,0.0769
57934.71,4827.89,mid,comfort,1833.1,382.41,284.88,573.32,604.68,154.58,22.31,239.7,139.45,60,62.37,4356.8,471.09,0.0976
71285.02,5940.42,mid,comfort,2000.45,573.13,356.3,686.59,798.34,317.32,106.56,196.63,106.14,0,29.37,5170.82,769.6,0.1296
67109.48,5592.46,mid,comfort,1757.33,429.4,302.79,670.54,686.28,295.42,66.11,283.22,83.22,100,40.12,4714.42,878.04,0.157
35886.37,2990.53,mid,comfort,1025.5,268.28,150.2,349.09,353.25,133.48,31.05,193.51,131.65,150,61.68,2847.7,142.83,0.0478
46503.25,3875.27,mid,comfort,1279.22,292.39,222.61,437.49,471.31,193.44,91.06,202.25,195.17,100,66.3,3551.23,324.04,0.0836
36951.21,3079.27,mid,comfort,1032.2,299.66,193.56,398.09,389.78,185.74,96.46,88.18,66.84,60,55.11,2865.62,213.65,0.0694
72927.27,6077.27,mid,comfort,2163.09,502.35,352.78,776.77,696.41,303.13,73.09,254.68,164.03,100,25.07,5411.41,665.87,0.1096
75242.88,6270.24,mid,comfort,1907.18,627.44,334.36,913.18,724.13,299.72,29.59,364.12,91.47,30,17.06,5338.25,931.99,0.1486
42754.11,3562.84,mid,comfort,1326.47,316.05,200.51,406.89,427.49,121.6,38.81,161.33,217.85,60,51.11,3328.12,234.72,0.0659
35062.47,2921.87,mid,comfort,1056.68,263.4,150.85,295.64,400.39,65.42,43.74,144.32,202.51,0,62.4,2685.35,236.52,0.0809
72045.74,6003.81,mid,comfort,2262.11,463.6,343.47,678.46,789.27,241.55,113.43,127.45,146.15,60,9.72,5235.2,768.61,0.128
35507.17,2958.93,mid,comfort,1104.86,275.25,166.97,381.03,359.06,117.03,54.75,108.42,202.15,150,2.78,2922.3,36.63,0.0124
64155.52,5346.29,mid,comfort,1862.27,452.52,285.59,579.39,647.13,273.07,96.83,119.51,59.89,60,7.76,4443.98,902.32,0.1688
48298.0,4024.83,mid,comfort,1463.76,318.97,210.3,498.29,480.91,118.05,106.09,108.84,92.98,150,18.87,3567.06,457.77,0.1137
39199.81,3266.65,mid,comfort,1285.75,326.09,187.85,394.98,357.16,120.95,72.88,127.71,146.68,100,24.42,3144.45,122.2,0.0374
76017.14,6334.76,mid,comfort,2233.5,513.07,363.16,775.55,733.76,131.59,62.81,386.25,213.35,30,51.76,5494.8,839.96,0.1326
67660.88,5638.41,mid,comfort,1864.16,445.03,298.11,576.69,727.74,273.2,111.03,122.22,256.59,0,13.93,4688.7,949.71,0.1684
77683.74,6473.65,mid,comfort,2421.17,504.82,353.41,684.74,825.51,213.56,41.96,134.12,258.87,60,74.65,5572.8,900.85,0.1392
41729.89,3477.49,mid,comfort,1122.36,317.77,199.91,447.99,402.14,104.68,29.91,184.34,202.61,60,43.6,3115.3,362.19,0.1042
68545.84,5712.15,mid,comfort,2013.56,438.81,321.02,760.52,712.68,343.55,51.65,105.81,164.4,0,71.45,4983.45,728.7,0.1276
74450.62,6204.22,mid,comfort,2221.56,536.66,333.33,753.55,816.67,151.14,67.24,206.45,179.97,150,59.88,5476.44,727.78,0.1173
69255.99,5771.33,mid,comfort,1912.03,469.17,335.82,631.59,729.44,202.66,90.53,169.72,206.41,60,17.48,4824.85,946.48,0.164
56617.42,4718.12,mid,comfort,1634.25,400.55,266.98,508.54,512.55,140.0,118.59,253.86,79.53,0,61.99,3976.83,741.29,0.1571
79454.15,6621.18,mid,comfort,2031.77,460.47,407.65,847.76,817.99,145.1,69.68,374.88,117.73,60,63.78,5396.81,1224.37,0.1849
59191.77,4932.65,mid,comfort,1640.13,391.32,269.01,694.78,587.53,164.46,116.93,211.15,120.43,30,26.71,4252.46,680.19,0.1379
54734.69,4561.22,mid,comfort,1675.53,365.82,242.52,552.6,547.53,161.8,41.83,238.35,87.97,150,44.65,4108.61,452.62,0.0992
71656.25,5971.35,mid,comfort,2315.33,512.75,269.58,803.42,713.36,210.07,111.93,171.64,153.87,100,59.26,5421.21,550.15,0.0921
38904.65,3242.05,mid,comfort,1203.61,245.54,169.86,417.78,335.21,74.93,47.64,164.15,103.12,100,49.78,2911.64,330.42,0.1019
43309.38,3609.11,mid,comfort,1316.32,317.95,202.98,363.02,484.04,151.91,39.59,166.17,158.46,100,43.04,3343.48,265.63,0.0736
56678.33,4723.19,mid,comfort,1771.61,358.21,249.41,665.6,536.72,161.21,109.11,260.41,132.17,100,34.07,4378.52,344.67,0.073
42257.11,3521.43,mid,comfort,1260.51,281.93,193.03,422.25,436.75,82.44,25.9,160.82,161.99,100,6.44,3132.06,389.37,0.1106
55716.81,4643.07,mid,comfort,1637.32,327.26,232.75,550.92,626.14,140.72,83.4,265.09,157.57,0,10.76,4031.94,611.13,0.1316
69867.59,5822.3,mid,comfort,1992.13,520.46,350.19,611.82,655.47,182.24,39.2,291.84,222.52,100,27.28,4993.15,829.15,0.1424
47125.58,3927.13,mid,comfort,1308.84,368.88,207.66,485.76,391.7,267.07,33.1,250.3,71.95,150,5.59,3540.86,386.28,0.0984
66125.4,5510.45,mid,comfort,2264.39,482.14,358.92,669.2,670.76,318.86,85.93,230.76,70.29,0,43.68,5194.93,315.52,0.0573
63463.2,5288.6,mid,comfort,2037.51,486.92,322.05,662.3,668.31,206.03,41.02,274.76,184.9,60,45.51,4989.33,299.27,0.0566
47080.33,3923.36,mid,comfort,1396.68,364.81,209.22,435.11,443.41,120.58,115.93,102.88,106.56,30,9.75,3334.92,588.44,0.15
60338.14,5028.18,mid,comfort,1545.94,359.14,284.85,648.51,534.44,168.11,111.45,124.15,119.37,60,20.43,3976.39,1051.79,0.2092
69556.77,5796.4,mid,comfort,2168.52,468.63,325.35,628.91,724.86,130.24,55.89,156.77,127.99,100,5.14,4892.3,904.09,0.156
62368.72,5197.39,mid,comfort,2017.54,395.2,289.49,571.45,550.51,329.19,54.89,122.89,80.46,0,55.68,4467.31,730.08,0.1405
60346.3,5028.86,mid,comfort,1595.77,443.53,264.13,570.32,585.32,203.84,119.56,194.35,265.58,60,50.15,4352.56,676.3,0.1345
59108.31,4925.69,mid,comfort,1820.78,389.09,272.38,567.09,591.46,111.52,47.76,129.11,181.61,60,24.39,4195.19,730.5,0.1483
50174.72,4181.23,mid,comfort,1568.48,356.03,230.51,537.38,518.23,164.49,78.47,150.42,140.26,100,80.15,3924.41,256.81,0.0614
71454.58,5954.55,mid,comfort,2000.4,475.92,317.7,656.47,778.09,212.93,31.46,121.73,217.88,30,14.34,4856.91,1097.64,0.1843
70714.34,5892.86,mid,comfort,1886.3,512.1,294.15,729.13,730.12,301.2,103.72,314.92,189.18,0,13.56,5074.38,818.48,0.1389
72475.47,6039.62,mid,comfort,2283.67,448.06,341.18,764.09,823.45,285.42,82.32,296.59,158.94,60,30.79,5574.51,465.11,0.077
40748.37,3395.7,mid,comfort,1159.15,293.0,216.91,418.04,374.67,95.8,37.3,170.84,219.63,60,40.0,3085.34,310.36,0.0914
74989.92,6249.16,mid,comfort,2298.29,592.02,353.92,773.45,717.77,231.44,56.5,164.53,245.12,30,63.14,5526.19,722.97,0.1157
73782.17,6148.51,mid,comfort,2261.33,574.88,370.27,714.39,794.28,193.38,57.41,362.31,149.02,30,55.24,5562.5,586.01,0.0953
48427.51,4035.63,mid,comfort,1569.67,351.81,222.99,523.97,529.1,78.58,72.31,103.29,128.94,60,24.7,3665.37,370.25,0.0917
77674.04,6472.84,mid,comfort,2058.01,519.69,376.71,759.48,803.75,207.86,35.07,378.82,155.7,30,65.6,5390.7,1082.13,0.1672
78158.37,6513.2,mid,comfort,2080.58,519.7,365.12,742.49,811.5,313.89,43.87,208.38,132.12,0,22.72,5240.37,1272.83,0.1954
40092.3,3341.03,mid,comfort,1160.03,273.47,171.35,412.31,440.4,184.02,108.93,162.9,107.09,30,3.79,3054.29,286.73,0.0858
57384.94,4782.08,mid,comfort,1539.62,431.34,297.45,600.26,603.34,175.99,33.74,185.61,83.67,60,39.89,4050.91,731.17,0.1529
72899.26,6074.94,mid,comfort,1976.87,524.4,281.99,768.54,763.07,223.47,30.43,230.51,114.57,30,47.37,4991.22,1083.72,0.1784
74690.55,6224.21,mid,comfort,1889.22,535.18,339.89,830.93,800.41,270.49,33.35,326.85,212.58,60,34.58,5333.46,890.75,0.1431
48424.11,4035.34,mid,comfort,1350.2,318.45,259.7,505.85,473.19,245.06,108.94,86.46,103.4,60,36.89,3548.14,487.2,0.1207
69118.97,5759.91,mid,comfort,1868.64,443.02,291.4,711.71,599.77,169.24,44.98,226.62,90.13,30,15.78,4491.28,1268.63,0.2203
40157.28,3346.44,mid,comfort,1062.92,301.58,196.43,387.47,371.44,152.76,27.78,176.35,161.8,0,76.25,2914.79,431.65,0.129
45471.56,3789.3,mid,comfort,1336.02,283.18,211.01,472.96,458.81,114.82,103.2,182.28,126.93,100,13.33,3402.54,386.76,0.1021
55921.37,4660.11,mid,comfort,1526.71,333.65,249.73,532.22,553.62,185.29,52.93,155.3,167.94,60,46.66,3864.04,796.07,0.1708
71718.08,5976.51,mid,comfort,2245.18,493.57,304.3,809.08,824.04,169.77,109.47,216.9,166.27,60,16.63,5415.22,561.29,0.0939
42370.85,3530.9,mid,comfort,1202.81,294.02,205.96,398.28,378.2,152.49,85.44,90.46,98.21,30,33.54,2969.41,561.49,0.159
72148.65,6012.39,mid,comfort,2270.11,566.72,340.23,717.02,748.59,266.56,54.76,291.94,90.58,60,62.59,5469.1,543.29,0.0904
44168.94,3680.75,mid,comfort,1209.75,299.31,224.54,513.0,492.26,168.78,62.71,83.21,61.54,60,21.99,3197.1,483.65,0.1314
73839.15,6153.26,mid,comfort,2201.96,545.66,319.75,696.74,771.92,270.24,87.46,287.91,160.62,150,77.26,5569.52,583.74,0.0949
67639.14,5636.6,mid,comfort,1886.72,531.45,306.02,692.99,666.56,224.41,32.71,140.8,160.89,100,38.69,4781.21,855.38,0.1518
76014.45,6334.54,mid,comfort,2171.0,561.83,361.22,821.22,853.93,353.2,115.14,363.79,76.54,150,61.58,5889.46,445.07,0.0703
74503.41,6208.62,mid,comfort,2229.63,509.99,345.76,836.35,796.21,247.43,33.91,194.83,121.67,100,42.89,5458.68,749.94,0.1208
68831.08,5735.92,mid,comfort,2046.58,405.44,370.25,690.47,573.57,186.17,27.14,129.58,206.0,100,59.89,4795.09,940.83,0.164
71689.23,5974.1,mid,comfort,2144.42,518.6,288.57,728.15,678.78,184.08,44.25,190.58,184.69,100,5.02,5067.15,906.96,0.1518
79364.28,6613.69,mid,comfort,1989.1,518.45,330.45,707.44,865.83,370.31,39.95,297.42,109.24,0,6.6,5234.77,1378.92,0.2085
58919.55,4909.96,mid,comfort,1819.23,405.63,258.68,608.69,654.01,246.21,25.93,326.47,97.92,100,74.47,4617.26,292.7,0.0596
44598.76,3716.56,mid,comfort,1403.58,286.29,192.08,448.42,452.23,120.03,72.54,101.48,152.7,60,61.79,3351.12,365.44,0.0983
72845.82,6070.48,mid,comfort,2114.07,497.17,329.28,745.92,758.77,275.04,60.72,145.72,132.32,150,5.91,5214.91,855.57,0.1409
36767.85,3063.99,mid,comfort,1209.29,267.85,171.83,323.24,377.98,80.73,91.95,164.62,114.71,0,52.85,2855.07,208.92,0.0682
49939.46,4161.62,mid,comfort,1266.17,340.49,265.75,523.19,458.2,122.99,81.11,186.38,214.89,60,50.03,3569.19,592.43,0.1424
47362.25,3946.85,mid,comfort,1320.22,346.24,243.45,449.22,417.99,122.06,59.24,186.41,67.98,100,27.29,3340.08,606.77,0.1537
65311.51,5442.63,mid,comfort,1700.81,470.37,277.36,695.58,675.97,197.58,53.11,171.12,226.91,60,50.56,4579.37,863.26,0.1586
67312.29,5609.36,mid,comfort,1791.46,465.4,285.4,656.44,648.51,191.35,82.2,160.6,221.18,60,32.38,4594.91,1014.44,0.1808
66819.11,5568.26,mid,comfort,2210.18,462.23,322.1,668.99,633.83,268.4,87.93,322.19,93.98,100,48.69,5218.52,349.74,0.0628
54263.44,4521.95,mid,comfort,1761.24,379.53,274.9,528.26,522.26,149.34,68.59,103.6,144.51,60,74.7,4066.91,455.05,0.1006
